hVidDZUvOiy3xl0v3WKJlg,[tInrGCzll4k9hF34Ye1rvQ, gJttMZnv0Gy9OlLhNzPbQQ, bm_PGQMGMjylitqkNIEzTw, tjAeaGdxf7I4xN9M7wGJNQ, AAekuF59Qr84gAh18o9njg, bXbCGFk3ZjLcTdQQB-xPyQ, MYnD-mEnOXNqrfIT2GeZqA, nPJqwNZWIxHd-vfE-E3XQQ, lPZ6RQ_jj9xlhvLEB3c4Wg, rS39YnrhoXmPqHLzCBjeqw, pzy9xWQqsDxVU6j9MktRJg, 2S6p5ICNswz_EdgcZk76qQ, UAU1aSlqgrZwZ847npH37w, 8nmjvYX4N67cxOsGfbEgjg, JM9GL7hbCqwsJdRGw-ef4g, Ac52FTELfKifOWT4WOafpQ, VWMSLDPCvfqjw5DDHShQkA, IE0QRqaUSW51RmShZ9dX1Q, lBf_TcBWS7XF-TA4qT8MgQ, VwvIq1dyWje3j1i7lp-8sA, MtvN8vMiKcLkkz_tCvBx3g, vqG1Z2XpS_PryPsfY0CSng, TZmMsbw5TbRqv8rmKj_aGg, Cdk3wRR7TwJb1JW7agPJXw, sPwh9yiJYeyAN4CBq_tUYg]
Aciq1ddPC6jeQHLB0vZKVA,[vqG1Z2XpS_PryPsfY0CSng, KEGLWeFAWXvo0W2LnujhtQ, SHFlELFcEcAOJv_fTAKChQ, Ac52FTELfKifOWT4WOafpQ, FA_D4vDxRyI-hC0SZJnjnA, Z072pEHdos2Gjj3nMdR6uA, WLCdg4ib7-_7b8epoXRjAw, IE0QRqaUSW51RmShZ9dX1Q, RVQE2Z2uky4c0-njFQO66g, k-drEjxKmfqllwfY90STfA, o5QDrg_kb4hgsWxV6cV_Uw, bpK5y21d-i74v-1ID2uAGQ, 8nmjvYX4N67cxOsGfbEgjg, ME6D5nLlfG0xZCtICOYDuw, VWMSLDPCvfqjw5DDHShQkA, YAJzBGvqT3dT_qAg6u8E1A, trodK1jXLGIn5qjJCooIpQ, QAHqplESgDUGgih45W9J-g, T2tEMLpTeSMxLKpxwFdS3g, 1MvR4NJQbHy0i7ME1IoYpw, ZICX0zom1rky89kdOQ-U_g, -I27yVw2x_-31_OOMSH02w, EbgUkmDxPUa2fr0rc8EFJQ, wJnhUJCOYkncLPZAwaMffA, RNO7SRmfVi0CyXjtPhXELg]
HhYUDP1vR7CSRi2cvfai0Q,[ZMEax9auuGMUPqxl2D3kLA, 50pDd3dmJCb6m9JxBUq7KA, 3vkP6t_kKN3JT8MMUaBVEA, b6qKEYhc5cji_i04PjF6ww, Y3vtXQz3zPc5AVyUAsAj5Q, g4rkl-BorzlT1hIz_-vsew, aO1gAp41n8w8zpxTiHdLNA, TLWZK8NIpn4zI4_yut-q6Q, kRhjWeAPs-U5RmakIKz0Pg, sPwh9yiJYeyAN4CBq_tUYg, 9h2W6JBWILS_RwlpIBSEig, Iyt5sJVjyCvVS2p8Xw0I6A, jYqOPpSmtKbKzf0Z_g-Oyg, bpK5y21d-i74v-1ID2uAGQ, zMnojW6x-1-nVu0uCd60Ew, sH3UsolKjik01u0HlQ9_0Q, MTCyh5VqkKp1LIvfeI-TTg, D2ojX9bvE0_-aIj9BhdZZA, JM9GL7hbCqwsJdRGw-ef4g, byX9dKMcLA1CDdf3UeHDFg, 1WtUgLhdBdQ39aBvEUbsnw, 24UDZTAMDUaugpkchFk60w, b8fEuQPrf383f6pzdm8-1w, l3jXlEDlVfKj_ECpU7tobA, 3Ui-76sC9_fNs2gu8ISAMw]
xqUn2yqxQRq5MrthbRb-7Q,[s8OLoPfOpB0FbK5frI3CkQ, hSKL-eAU_9rEyA3qmm8l-Q, MtzjOi57BkQrqF8wqNOyHg, uGzxwS3Q6QuyFw2ZnDvw0w, LpyndkMvevIQA-JHoReHNw, eQo4kIwIWJbAnfXYl3k5BA, UzsXZoePcmt6RWo00qNNAw, NI3xvN6p0qhvUkKirbKokA, uz8ISWdE0OSJBjArw4P4Og, yXiDD18UV49-7UhA6dWjAw, iyFS4twFjCKfaKl7kUl3sg, USleI8g1UVN9-9jm-b4uIg, b6qKEYhc5cji_i04PjF6ww, c4KXpCou6HBOgfKp2z2_hw, UAU1aSlqgrZwZ847npH37w, nPJqwNZWIxHd-vfE-E3XQQ, VWMSLDPCvfqjw5DDHShQkA, wDfz8ap9xWzj46mtNDcT9A, RNO7SRmfVi0CyXjtPhXELg, FGy4UJ1Qri_KruPZiPmWYQ, 9_onoqwv9ZdItxc8OlUKAg, GrJ74hxJsXXwcqS7zcfFhw, wkZ6P5fDw0G_iFRU-hzBhQ, FKOF8_OMvoPoDHOplDd7tQ, MtvN8vMiKcLkkz_tCvBx3g]
ciXjBfJrAEteIKpzZg4I9g,[AHosGBveeXx9YjsQvdJgeg, dk7VpR5Xh7t28U99ASZz7A, hcjnOtiW7Bdym3-7PaLUzA, WPkRg0eaJZFbyXm0uNb1ZA, HtObLsspK0xIXfNPb7eUmA, USleI8g1UVN9-9jm-b4uIg, LpyndkMvevIQA-JHoReHNw, pldfvm-zM2VU5m9a-j9cMQ, DXCho3TSX6qKsRoEjGoGJg, b6qKEYhc5cji_i04PjF6ww, ThZdaQiCbu8mL8rbLNyrgA, uwpPniaFEVkK5T_PWdQZ0A, KU7eFCdA47v6zeKF3a7j6A, YCq8VGDRHO3JkiyUzQbyIw, c6-5RCj8FtV-m1aHz4wnmQ, 2gCvukOcIHW4ehqpwoNlcA, wDfz8ap9xWzj46mtNDcT9A, 6c9e9qH_AdBYQnm7dyiDAQ, bZtukyhyV1oVmUU3yRBPbQ, 4cWrtMvfj-tomyEPgP7KFg, 6lovZEiwWcRYRhyKd94DRg, yY2fvUV7g5yAHIKcUfJqIA, tMlVZWa4SsI01qYMRQerKg, Wuo8bVfUscGkJaWSSyNGlA, NcyEhCGBmPxyNROy0mLsFQ]
wNI49PpVAAsvYZM8JZkDrg,[Ggh9JwuIwPBiMmx16kAiug, cwCLcQns_SSExsBCzWNQDA, E0HOsxXZ_o6ocemK57BoWA, 25YVFgR2pkt3u1f2fDBfnw, vBNM4NEBuO66Hk5yO797eA, VwvIq1dyWje3j1i7lp-8sA, E0TK141YMBP0LBknhVKEqw, 31acLzszeCCpeXmyAnoTdg, QeDkfLmXVguytF3Of9zg-Q, bcTeQtSdHW5pyLjXz05QEg, eZDXz_RylvdD0tHEA8I0NA, 3Ui-76sC9_fNs2gu8ISAMw, ny8YcGEViSGKWxo69xfiiA, PqcOSnCsJTT9Yd2xWKIMWw, JM9GL7hbCqwsJdRGw-ef4g, h8cJUgjj9KxxJoj62fHWRA, WPV0ucYjnb2HOrNxSopv6A, Ac52FTELfKifOWT4WOafpQ, Xg7Gt8vlSPxSypDQQSVsAA, sPwh9yiJYeyAN4CBq_tUYg, pzy9xWQqsDxVU6j9MktRJg, wJnhUJCOYkncLPZAwaMffA, 1MvR4NJQbHy0i7ME1IoYpw, Z072pEHdos2Gjj3nMdR6uA, Wuo8bVfUscGkJaWSSyNGlA]
QYobbHEmhLGuS6QDqVRTLw,[LQI8R7yYXmWzWKd7wLCf2Q, kG0N5urz2lkPEBDPjqFR3w, n-AQFKbW6MnpamdtA6ECpQ, L8rJht4Jw_BuR8gsckEWYg, a0Jm-rlHOKk_1fm4hzxskg, GqfGoFMC3cn_AZI7iUOWKg, FB2iUwS4-LMLBQVyLZmZfQ, bXbCGFk3ZjLcTdQQB-xPyQ, FGy4UJ1Qri_KruPZiPmWYQ, gJttMZnv0Gy9OlLhNzPbQQ, UAU1aSlqgrZwZ847npH37w, 80TTAvMtRsPPFtFFnXgskA, tInrGCzll4k9hF34Ye1rvQ, gG9z6zr_49LocyCTvSFg0w, H-PmFfqAzQtWTS0XeWC_lw, ZICX0zom1rky89kdOQ-U_g, FA_D4vDxRyI-hC0SZJnjnA, NvOdaJ7uIrBuofR8_Q7g2Q, wDfz8ap9xWzj46mtNDcT9A, WLCdg4ib7-_7b8epoXRjAw, 25YVFgR2pkt3u1f2fDBfnw, V_VQ9BgbLEzL9mPLQQlc6g, Cdk3wRR7TwJb1JW7agPJXw, SHFlELFcEcAOJv_fTAKChQ, 7olK8lUgnv5O8PyvN8t_Yg]
Ea9aNN7dtf_Wa7CgbifuWg,[VeFqptSzekFAc3FZOpi81Q, YXa0A7aXV9wWNR0qJVVSDg, yMopev-RPxfEXgqkJOvCGA, LQI8R7yYXmWzWKd7wLCf2Q, 1_jvFRQjcRVfd9LdOLvI8A, D2ojX9bvE0_-aIj9BhdZZA, 0GS6_96ld7mdEfgKhoDliA, yWUBX9Pe6pzh1PjVj04UmQ, WCqcYtJ4rUxA4bIzjOfzqg, Iyt5sJVjyCvVS2p8Xw0I6A, 1FlIbmN4aNJuXsGK0shnfQ, b8fEuQPrf383f6pzdm8-1w, yXiDD18UV49-7UhA6dWjAw, VvXI3pyUFl1MAimZsX5RrA, --cZ6Hhc9F7VkKXxHMVZSQ, SHFlELFcEcAOJv_fTAKChQ, M10n-ivjDkkdLaxIYNafFQ, 25YVFgR2pkt3u1f2fDBfnw, NvOdaJ7uIrBuofR8_Q7g2Q, WOj8nPos3R9IIf0Pyttd8g, Wuo8bVfUscGkJaWSSyNGlA, 9_onoqwv9ZdItxc8OlUKAg, ZGaW5a7wxXxUgGTtbFqNxg, NwWYSYGHFyHQMmsXu0SiYA, PdCxX1QJnlBkvnG9fFjWYg]
LcahV8saJd80ACayce9MLQ,[jXHmmircEbhQmZjWDR1xIA, s8OLoPfOpB0FbK5frI3CkQ, bgvm73MMjC2f5qo_RgXOXg, uGzxwS3Q6QuyFw2ZnDvw0w, PHhZy5zYULNF-oz-2Jz9KA, AuIiqDeL65kczmiFSkAWrA, g-E12y45gBKedax5N20YmQ, bZtukyhyV1oVmUU3yRBPbQ, gGt00WW8sNY2Sop7jYa7Tw, kG0N5urz2lkPEBDPjqFR3w, c6-5RCj8FtV-m1aHz4wnmQ, 1Geg7R5ACFL0oassVziNiQ, yIxP32hWfZm5gyYUUh2WBA, eZDXz_RylvdD0tHEA8I0NA, ZLNNXEZaCMhXuUovRTIGTw, KU7eFCdA47v6zeKF3a7j6A, jZUizCQ4nRmyovBeuUniGQ, vBNM4NEBuO66Hk5yO797eA, VWMSLDPCvfqjw5DDHShQkA, YAJzBGvqT3dT_qAg6u8E1A, 5HGQHjavoTgcKHFa-x7r8A, aqszoKRB4Ol9bpemt0_-GQ, QAHqplESgDUGgih45W9J-g, sH3UsolKjik01u0HlQ9_0Q, sdYkVaTy7EJwUkO8Ie_qPg]
QmethzRyAvZXS9m1UNJpdw,[IqH-J1D0HIP9wyJs2q_uGQ, rNoMSO6AsegKb9-p6Ir7SQ, gChmBjLSe3qa8rzEngoDLQ, NMO1hExBvamoZ9RKEVNcYg, 9h2W6JBWILS_RwlpIBSEig, NI3xvN6p0qhvUkKirbKokA, zFnPRtP7LGvr3sfxvy_dfg, TZmMsbw5TbRqv8rmKj_aGg, 80TTAvMtRsPPFtFFnXgskA, sAXy1yJRLllTm5WrJbJGAA, kG0N5urz2lkPEBDPjqFR3w, WLCdg4ib7-_7b8epoXRjAw, zMnojW6x-1-nVu0uCd60Ew, 38OrCpBBQG-dzhxfXrFQWQ, NvOdaJ7uIrBuofR8_Q7g2Q, 24UDZTAMDUaugpkchFk60w, DyOzNIeXUksPNLXYHnB-oQ, VwvIq1dyWje3j1i7lp-8sA, 3Ui-76sC9_fNs2gu8ISAMw, Z072pEHdos2Gjj3nMdR6uA, eZDXz_RylvdD0tHEA8I0NA, gGt00WW8sNY2Sop7jYa7Tw, yXiDD18UV49-7UhA6dWjAw, JM9GL7hbCqwsJdRGw-ef4g, Abm-1HRGPyevBtnC3Rpxag]
